Country Name,Country Code,Indicator Name,PopulationDepedency,Year
Cambodia,KHM,Age dependency ratio (% of working-age population),94.20676702,1961
Kiribati,KIR,Age dependency ratio (% of working-age population),97.8080652,1961
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,1961
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),88.90811688,1961
Kuwait,KWT,Age dependency ratio (% of working-age population),59.24905562,1961
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),87.55550999,1961
Lao PDR,LAO,Age dependency ratio (% of working-age population),81.62114576,1961
Lebanon,LBN,Age dependency ratio (% of working-age population),92.06182275,1961
Liberia,LBR,Age dependency ratio (% of working-age population),80.65426251,1961
Libya,LBY,Age dependency ratio (% of working-age population),84.83652421,1961
St. Lucia,LCA,Age dependency ratio (% of working-age population),97.94889699,1961
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),87.04914908,1961
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),84.67638438,1961
Low income,LIC,Age dependency ratio (% of working-age population),85.4156365,1961
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,1961
Sri Lanka,LKA,Age dependency ratio (% of working-age population),87.07672196,1961
Lower middle income,LMC,Age dependency ratio (% of working-age population),80.21018257,1961
Low & middle income,LMY,Age dependency ratio (% of working-age population),78.81433998,1961
Lesotho,LSO,Age dependency ratio (% of working-age population),97.72162463,1961
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),76.0824945,1961
Lithuania,LTU,Age dependency ratio (% of working-age population),54.486175,1961
Luxembourg,LUX,Age dependency ratio (% of working-age population),48.05080113,1961
Latvia,LVA,Age dependency ratio (% of working-age population),48.68511934,1961
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),90.14824482,1961
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,1961
Morocco,MAR,Age dependency ratio (% of working-age population),93.95825802,1961
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,1961
Moldova,MDA,Age dependency ratio (% of working-age population),62.58308168,1961
Madagascar,MDG,Age dependency ratio (% of working-age population),86.9884948,1961
Maldives,MDV,Age dependency ratio (% of working-age population),71.78261112,1961
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),88.89361738,1961
Mexico,MEX,Age dependency ratio (% of working-age population),97.41176909,1961
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,1961
Middle income,MIC,Age dependency ratio (% of working-age population),78.38223303,1961
North Macedonia,MKD,Age dependency ratio (% of working-age population),73.80398206,1961
Mali,MLI,Age dependency ratio (% of working-age population),76.74963162,1961
Malta,MLT,Age dependency ratio (% of working-age population),84.22856237,1961
Myanmar,MMR,Age dependency ratio (% of working-age population),79.55717054,1961
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),89.44437468,1961
Montenegro,MNE,Age dependency ratio (% of working-age population),69.56268061,1961
Mongolia,MNG,Age dependency ratio (% of working-age population),74.74446997,1961
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,1961
Mozambique,MOZ,Age dependency ratio (% of working-age population),83.60102847,1961
Mauritania,MRT,Age dependency ratio (% of working-age population),88.29522996,1961
Mauritius,MUS,Age dependency ratio (% of working-age population),96.64742823,1961
Malawi,MWI,Age dependency ratio (% of working-age population),89.07577948,1961
Malaysia,MYS,Age dependency ratio (% of working-age population),96.61521738,1961
North America,NAC,Age dependency ratio (% of working-age population),67.05051622,1961
Namibia,NAM,Age dependency ratio (% of working-age population),83.80950763,1961
New Caledonia,NCL,Age dependency ratio (% of working-age population),69.71115663,1961
Niger,NER,Age dependency ratio (% of working-age population),98.64154495,1961
Nigeria,NGA,Age dependency ratio (% of working-age population),80.67088971,1961
Nicaragua,NIC,Age dependency ratio (% of working-age population),101.0128796,1961
Netherlands,NLD,Age dependency ratio (% of working-age population),63.83460446,1961
Norway,NOR,Age dependency ratio (% of working-age population),58.91456658,1961
Nepal,NPL,Age dependency ratio (% of working-age population),76.13397852,1961
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,1961
New Zealand,NZL,Age dependency ratio (% of working-age population),71.27794141,1961
OECD members,OED,Age dependency ratio (% of working-age population),63.64362625,1961
Oman,OMN,Age dependency ratio (% of working-age population),88.84464948,1961
Other small states,OSS,Age dependency ratio (% of working-age population),78.99602109,1961
Pakistan,PAK,Age dependency ratio (% of working-age population),77.97115209,1961
Panama,PAN,Age dependency ratio (% of working-age population),91.10745783,1961
Peru,PER,Age dependency ratio (% of working-age population),90.48089478,1961
Philippines,PHL,Age dependency ratio (% of working-age population),100.8177684,1961
Palau,PLW,Age dependency ratio (% of working-age population),0.0,1961
Papua New Guinea,PNG,Age dependency ratio (% of working-age population),83.05055571,1961
Poland,POL,Age dependency ratio (% of working-age population),65.1262907,1961
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),85.22271204,1961
Puerto Rico,PRI,Age dependency ratio (% of working-age population),88.41550117,1961
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),71.15453685,1961
Portugal,PRT,Age dependency ratio (% of working-age population),59.67639891,1961
Paraguay,PRY,Age dependency ratio (% of working-age population),104.3858392,1961
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),0.0,1961
Pacific island small states,PSS,Age dependency ratio (% of working-age population),98.54100136,1961
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),59.52437126,1961
French Polynesia,PYF,Age dependency ratio (% of working-age population),85.58846525,1961
Qatar,QAT,Age dependency ratio (% of working-age population),77.94463668,1961
Romania,ROU,Age dependency ratio (% of working-age population),55.65752317,1961
Russian Federation,RUS,Age dependency ratio (% of working-age population),58.29687548,1961
Rwanda,RWA,Age dependency ratio (% of working-age population),106.3682804,1961
South Asia,SAS,Age dependency ratio (% of working-age population),78.56114926,1961
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),88.48237992,1961
Sudan,SDN,Age dependency ratio (% of working-age population),93.8719595,1961
Senegal,SEN,Age dependency ratio (% of working-age population),88.09824573,1961
Singapore,SGP,Age dependency ratio (% of working-age population),85.47147385,1961
Solomon Islands,SLB,Age dependency ratio (% of working-age population),83.67177097,1961
Sierra Leone,SLE,Age dependency ratio (% of working-age population),73.41505363,1961
El Salvador,SLV,Age dependency ratio (% of working-age population),94.36454982,1961
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,1961
Somalia,SOM,Age dependency ratio (% of working-age population),84.71980812,1961
Serbia,SRB,Age dependency ratio (% of working-age population),56.93754641,1961
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),85.85616822,1961
South Sudan,SSD,Age dependency ratio (% of working-age population),80.19172848,1961
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),85.85579347,1961
Small states,SST,Age dependency ratio (% of working-age population),83.92791383,1961
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),63.53670886,1961
Suriname,SUR,Age dependency ratio (% of working-age population),106.8663227,1961
Slovak Republic,SVK,Age dependency ratio (% of working-age population),62.00514345,1961
Slovenia,SVN,Age dependency ratio (% of working-age population),54.74265712,1961
Sweden,SWE,Age dependency ratio (% of working-age population),51.78257786,1961
Eswatini,SWZ,Age dependency ratio (% of working-age population),96.68549431,1961
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,1961
Seychelles,SYC,Age dependency ratio (% of working-age population),83.8240967,1961
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),103.6523686,1961
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,1961
Chad,TCD,Age dependency ratio (% of working-age population),82.31933772,1961
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),79.08873222,1961
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),62.8027386,1961
Togo,TGO,Age dependency ratio (% of working-age population),86.52279807,1961
Thailand,THA,Age dependency ratio (% of working-age population),86.44140504,1961
Tajikistan,TJK,Age dependency ratio (% of working-age population),84.72072029,1961
Turkmenistan,TKM,Age dependency ratio (% of working-age population),85.46323199,1961
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),87.75503315,1961
Timor-Leste,TLS,Age dependency ratio (% of working-age population),77.41931928,1961
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),89.44437468,1961
Tonga,TON,Age dependency ratio (% of working-age population),96.08874938,1961
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),78.56114926,1961
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),85.85579347,1961
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),86.60673828,1961
Tunisia,TUN,Age dependency ratio (% of working-age population),89.73134523,1961
Turkey,TUR,Age dependency ratio (% of working-age population),83.12886902,1961
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,1961
Tanzania,TZA,Age dependency ratio (% of working-age population),93.18835533,1961
Uganda,UGA,Age dependency ratio (% of working-age population),94.7997966,1961
Ukraine,UKR,Age dependency ratio (% of working-age population),52.65972219,1961
Upper middle income,UMC,Age dependency ratio (% of working-age population),76.75705164,1961
Uruguay,URY,Age dependency ratio (% of working-age population),56.68481681,1961
United States,USA,Age dependency ratio (% of working-age population),66.64803238,1961
Uzbekistan,UZB,Age dependency ratio (% of working-age population),87.54196417,1961
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),116.9936884,1961
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),94.35472152,1961
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,1961
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),84.62697815,1961
Vietnam,VNM,Age dependency ratio (% of working-age population),84.50851027,1961
Vanuatu,VUT,Age dependency ratio (% of working-age population),95.16977097,1961
